corpid,brands,appdate,subnum
b'4',b'DRI-FIT COTTON TEE & Design',2008-06-09,b'77'
b'4',b'WAFFLE SANDAL',2008-06-02,b'77'
b'4',b'vapor',2008-06-02,b'77'
b'4',b'RF Design',2008-05-29,b'77'
b'4',b'DYMO',2008-05-23,b'77'
b'4',b'SPORTBAND',2008-05-20,b'77'
b'4',b'NIKE+SPORTBAND',2008-05-20,b'77'
b'5',b'CLOVER',2005-12-07,b'116'
b'5',b'No Verbal Elements',2005-12-07,b'116'
b'5',b'JOYFUL MEDLEY',2017-06-19,b'140'
b'5',b'STARBUCKS RESERVE',2017-06-16,b'140'
b'5',b'LOGO',2017-06-16,b'140'
b'5',b'STARBUCKS DRAFT',2017-04-27,b'140'
b'5',b'SIGNATURE CHOCOLATE',2016-12-08,b'140'
b'5',b'STARBUCKS COFFEE + LOGO',2016-12-08,b'140'
b'5',b'BODY + MIND',2016-06-28,b'140'
b'5',b'ASIAN DOLCE',2016-05-13,b'140'
b'5',b'DOLCE LATTE',2016-05-13,b'140'
b'5',b'SUMMER BERRY PANNA COTTA',2016-05-11,b'140'
b'5',b'MATCHA AND ESPRESSO FUSION',2016-05-02,b'140'
b'5',b'STARBUCKS REWARDS',2016-01-28,b'140'
b'5',b'YOUTHBERRY',2015-12-08,b'140'
b'5',b'PERFECTEA',2015-11-05,b'140'
b'5',b'1912 PIKE',2015-09-04,b'140'
b'5',b'LUKISAN',2015-08-19,b'140'
b'5',b'R',2015-07-22,b'140'
b'5',b'BUILDING A FUTURE WITH FARMERS',2015-03-20,b'140'
b'5',b'PEACH MOMOTARO',2015-02-03,b'140'
b'5',b'STARBUCKS REFRESHERS',2015-01-27,b'140'
b'5',b'KAPE VINTA BLEND',2014-11-03,b'140'
b'5',b'MUAN JAI',2014-11-03,b'140'
b'5',b'SOUTH OF THE CLOUDS BLEND',2014-11-03,b'140'
b'5',b'ORIGAMI',2014-10-27,b'140'
b'5',b'ROYAL ENGLISH BREAKFAST',2014-08-20,b'140'
b'5',b'CLOVER BREWED',2014-08-04,b'140'
b'5',b'TEAOPIA',2014-06-24,b'140'
b'5',b'EMPERORS CLOUDS & MIST',2014-06-04,b'140'
b'5',b'SAMURAI CHAI MATE',2014-06-02,b'140'
b'5',b'VIA',2014-05-20,b'140'
b'5',b'LOGO HACIENDA ALSACIA/DESIGN ONLY STARBUCK',2014-05-07,b'140'
b'5',b'PANTHEON',2014-05-02,b'140'
b'5',b'GRAVITAS',2014-05-02,b'140'
b'5',b'VERRE ILLUMINE',2014-04-23,b'140'
b'5',b'STARBUCKS FIZZIO',2014-03-24,b'140'
b'5',b'SOLUTIONS CITY',2014-03-07,b'140'
b'5',b'MAHARAJA',2014-03-03,b'140'
b'5',b'JADE CITRUS MINT',2014-02-25,b'140'
b'5',b'Bing Le',2014-02-25,b'140'
b'5',b'HACIENDA ALSACIA',2014-02-25,b'140'
b'5',b'TEAVANA',2014-02-21,b'140'
b'5',b'Karakter Cina Ba Ke',2014-02-19,b'140'
b'5',b'EXOTIC / RARE / EXQUISITE',2013-12-19,b'140'
b'5',b'STARBUCKS COFFEE',2013-12-19,b'140'
b'5',b'STARBUCKS',2013-12-16,b'140'
b'5',b'CAFFE VERONA',2013-12-12,b'140'
b'5',b'KATI KATI BLEND',2013-12-12,b'140'
b'5',b'STARBUCKS BREZZA BLEND',2013-12-12,b'140'
b'5',b'FRAPPUCCINO',2013-12-12,b'140'
b'5',b'CASI CIELO',2013-12-12,b'140'
b'5',b'LIGHTNOTE BLEND',2013-12-12,b'140'
b'5',b'KOMODO DRAGON BLEND',2013-12-12,b'140'
b'5',b'PIKE PLACE',2013-12-12,b'140'
b'5',b'AUTUMN BLEND',2013-12-12,b'140'
b'5',b'MASTRENA',2013-12-11,b'140'
b'5',b'NEVER BE WITHOUT GREAT COFFEE',2013-12-11,b'140'
b'5',b'BEARISTA',2013-12-11,b'140'
b'5',b'STARBUCKS VIA',2013-12-11,b'140'
b'5',b'DOUBLESHOT',2013-12-11,b'140'
b'5',b'DISCOVERIES',2013-12-11,b'140'
b'5',b'SHARED PLANET',2013-12-11,b'140'
b'5',b'TEAVANA HEAVEN OF TEA + LOGO',2013-11-20,b'140'
b'5',b'LOGO/Figuratif',2013-11-20,b'140'
b'5',b'TEAVANA HEAVEN OF TEA',2013-10-31,b'140'
b'5',b'TRIBUTE BLEND',2013-10-18,b'140'
b'5',b'LOGO O',2013-09-24,b'140'
b'5',b'Lukisan',2013-08-13,b'140'
b'5',b'ARIA BLEND',2013-07-30,b'140'
b'5',b'PSL',2013-03-27,b'140'
b'5',b'BIG HAT BLEND',2013-03-19,b'140'
b'5',b'STARBUCKS DISCOVERIES ICED CAFE FAVORITES',2013-01-22,b'140'
b'5',b'STEEP. SIP. EXPLORE',2012-12-19,b'140'
b'5',b'VERISMO',2012-12-14,b'140'
b'5',b'MY STARBUCKS REWARDS',2012-12-10,b'140'
b'5',b'STARBUCKS REFRESHA',2012-11-23,b'140'
b'5',b'CLOVERNET',2012-11-13,b'140'
b'5',b'STARBUCKS DOUBLESHOT',2012-10-11,b'140'
b'5',b'STARBUCKS DUBLESHOT',2012-10-11,b'140'
b'5',b'TAZOBERRY',2012-10-04,b'140'
b'5',b'KITAMU',2012-10-04,b'140'
b'5',b'BERRYBLOSSOM WHITE',2012-10-04,b'140'
b'5',b'STARBUCKS ORIGAMI',2012-10-04,b'140'
b'5',b'YUKO BLEND',2012-09-18,b'140'
b'5',b'VENTI',2012-09-18,b'140'
b'5',b'GOLD COAST BLEND',2012-09-18,b'140'
b'5',b'BARISTA',2012-09-18,b'140'
b'5',b'GAZEBO BLEND',2012-09-18,b'140'
b'5',b'FRAPPICCINO',2012-09-18,b'140'
b'5',b'STARBUKCS BARISTA',2012-09-18,b'140'
b'5',b'FRAPPUCINO',2012-09-18,b'140'
b'5',b'DOPPIO',2012-09-18,b'140'
b'5',b'HORA DEL CAF\xc3\x89 BLEND',2012-09-12,b'140'
b'5',b'STARBRIGHT',2012-08-14,b'140'
b'5',b'Logo',2012-08-14,b'140'
b'5',b'LOGO V',2012-08-08,b'140'
b'5',b'V',2012-07-19,b'140'
b'5',b'STARBUCKS BLONDE',2012-05-23,b'140'
b'5',b'R + LUKISAN BINTANG',2012-04-04,b'140'
b'5',b'ANY WAY YOU BREW IT',2012-03-22,b'140'
b'5',b'TAZO',2012-03-12,b'140'
b'5',b'STARBUCKS WILLOW BLEND',2011-09-20,b'140'
b'5',b'STARBUCKS VERANDA BLEND',2011-09-20,b'140'
b'5',b'VERANDA BLEND',2011-09-14,b'140'
b'5',b'YUKON BLEND',2011-07-26,b'140'
b'5',b'STARBUCKS BARISTA',2011-07-25,b'140'
b'5',b'BUCKS KITCHEN',2011-06-08,b'140'
b'5',b'STARBUCKS TRIBUTE BLEND',2011-04-29,b'140'
b'5',b'STARDUCK + LOGO',2011-03-31,b'140'
b'5',b'READY BREW',2010-12-14,b'140'
b'5',b'STARBLEND COFFEE',2010-06-11,b'140'
b'5',b'STARBUCKS COFFEE TEA',2010-04-06,b'140'
b'5',b'ETHOS',2009-10-05,b'140'
b'5',b'LOGO BUNGA',2008-08-21,b'140'
b'5',b'STARBUCKS + LUKISAN',2006-09-20,b'140'
b'5',b'CREAMICE',2006-09-05,b'140'
b'5',b'AFRICA KITAMU',2006-09-05,b'140'
b'5',b'CAFE ESTIMA BLEND',2005-10-14,b'140'
b'5',b'BLACK APRON EXLUSIVES',2005-08-11,b'140'
b'5',b'HEAR MUSIC',2005-03-14,b'140'
b'5',b'CHANTICO',2004-10-20,b'140'
b'5',b'MAGISTRALE',2004-10-20,b'140'
b'5',b'GUATEMALA CASI CIELO',2004-04-08,b'140'
b'5',b'PRAPPUCCINO',2004-03-10,b'140'
b'5',b'VRAPPUCCINO',2004-03-10,b'140'
b'5',b'teavana',2013-11-07,b'140'
b'5',b'Starbucks',2005-02-14,b'140'
b'5',b'Frappuccino',2003-01-31,b'140'
b'5',b'Starbucks coffee',2003-01-31,b'140'
b'5',b'STARBUCKS DOUBLESHOT INTENSO',2019-04-17,b'140'
b'5',b'sirens blend siren',2019-03-22,b'140'
b'5',b'SIRENS BLEND',2019-03-21,b'140'
b'5',b'SUNRISE BLEND',2018-10-01,b'140'
b'5',b'tribute blend',2018-09-21,b'140'
b'5',b'ARRIVIAMO',2018-08-21,b'140'
b'5',b'MIXATO',2018-08-21,b'140'
b'5',b'SPRING SEASON BLEND',2018-08-20,b'140'
b'5',b'spring season blend',2018-08-16,b'140'
b'5',b'TRIPLESHOT',2018-08-16,b'140'
b'5',b'STARBUCKS SPRING SEASON BLEND',2018-08-16,b'140'
b'5',b'PANTHEON BLEND',2018-08-14,b'140'
b'5',b'BAR MIXATO',2018-06-18,b'140'
b'5',b'STARBUCKS TRIPLESHOT',2018-06-18,b'140'
b'5',b'ARRIVIAMO BAR',2018-06-18,b'140'
b'5',b'/R PANTHEON BLEND - Marchio figurativo composto dal disegno di una stella al di sotto della quale appare la lettera',2018-05-03,b'140'
b'5',b'/R PARADEISI BLEND - Marchio figurativo composto dal disegno di una stella al di sotto della quale appare la lettera',2018-05-03,b'140'
b'5',b'/R GRAVITAS BLEND - Marchio figurativo composto dal disegno di una stella al di sotto della quale appare la lettera',2018-05-03,b'140'
b'5',b'R PARADEISI BLEND',2018-05-03,b'140'
b'5',b'R PANTHEON BLEND',2018-05-03,b'140'
b'5',b'R GRAVITAS BLEND',2018-05-03,b'140'
b'5',b'BLONDE',2018-03-15,b'140'
b'5',b'AQUA TAMP',2018-03-07,b'140'
b'5',b'GREENER APRON',2018-01-21,b'140'
b'5',b'STRATO',2017-12-04,b'140'
b'5',b'GRAVITAS BLEND',2017-11-30,b'140'
b'5',b'VISTA VERDE BLEND',2017-11-16,b'140'
b'5',b'UNICORN FRAPPUCCINO',2017-11-01,b'140'
b'5',b'FIZZIO',2017-10-20,b'140'
b'5',b'FONTANA',2017-07-24,b'140'
b'5',b'R figurativo',2017-07-19,b'140'
b'5',b'JUNTOS DAMOS LO BUENO',2017-07-17,b'140'
b'5',b'BEACH BELLINI',2017-07-12,b'140'
b'5',b'teavana joyful medley',2017-06-19,b'140'
b'5',b'Starbucks Reserve Star & R design only',2017-06-19,b'140'
b'5',b'TEAVANA JOYFUL MEDLEY',2017-06-19,b'140'
b'5',b'r',2017-06-15,b'140'
b'5',b'NITRO',2017-06-13,b'140'
b'5',b'NEVER BE WHITHOUT GREAT COFFEE',2017-04-26,b'140'
b'5',b'EMPERORS CLOUD & MIST',2017-04-26,b'140'
b'5',b'\xd8\xb3\xd8\xaa\xd8\xa7\xd8\xb1\xd8\xa8\xd9\x83\xd8\xb3 \xd9\x83\xd8\xa7\xd9\x82\xd9\x8a\xd9\x87',2017-04-26,b'140'
b'5',b'\xd8\xa8\xd9\x8a\xd9\x86\xd9\x8a\xd8\xa8\xd9\x84\xd8\x8c \xd9\x83\xd9\x88\xd9\x86\xd8\xa7 \xd8\xa8\xd9\x88\xd8\xa8',2017-04-24,b'140'
b'5',b'\xd9\x84\xd8\xa7\xd9\x81\xd9\x86\xd8\xaf\xd8\xb1 \xd8\xaf\xd8\xb1\xd9\x8a\xd9\x85\xd8\xb2',2017-04-24,b'140'
b'5',b'\xd8\xaa\xd9\x8a\xd9\x81\xd8\xa7\xd9\x86\xd8\xa7 \xd8\xb3\xd9\x86\xd9\x88 \xd8\xac\xd9\x8a\xd8\xb4\xd8\xa7',2017-04-24,b'140'
b'5',b'\xd8\xa8\xd9\x84\xd8\xa7\xd9\x83\xd8\xa8\xd9\x8a\xd8\xb1\xd9\x8a \xd9\x85\xd9\x88\xd8\xac\xd9\x8a\xd8\xaa\xd9\x88',2017-04-24,b'140'
b'5',b'\xd8\xa3\xd9\x88\xd8\xa8\xd9\x88\xd8\xb3 \xd8\xb1\xd9\x88\xd8\xac',2017-04-24,b'140'
b'5',b'\xd8\xaa\xd8\xb1\xd8\xa7\xd9\x86\xd8\xac\xd9\x88\xd9\x8a\xd9\x84 \xd8\xaf\xd8\xb1\xd9\x8a\xd9\x85\xd8\xb2',2017-04-24,b'140'
b'5',b'\xd8\xb3\xd8\xa7\xd9\x83\xd9\x88\xd8\xb1\xd8\xa7 \xd8\xa3\xd9\x84\xd9\x88\xd8\xb1',2017-04-24,b'140'
b'5',b'\xd9\x88\xd9\x88\xd8\xaa\xd8\xb1\xd9\x85\xd9\x8a\xd9\x84\xd9\x88\xd9\x86 \xd9\x85\xd9\x86\xd8\xaa \xd8\xb4\xd9\x8a\xd9\x84\xd8\xb1',2017-04-24,b'140'
b'5',b'SERENADE',2017-04-18,b'140'
b'5',b'TEAVANA SNOW GEISHA',2017-04-17,b'140'
b'5',b'STRAWBERRY PARAISO',2017-04-12,b'140'
b'5',b'SAKURA ALLURE',2017-04-12,b'140'
b'5',b'DRAGONFRUIT DEVOTION',2017-04-12,b'140'
b'5',b'DOSHA CHAI',2017-04-12,b'140'
b'5',b'EVOLUTION FRESH',2017-04-11,b'140'
b'5',b'PASSION TANGO',2017-04-03,b'140'
b'5',b'ESPRESSO CLOUD',2017-03-21,b'140'
b'5',b'STARBUCKS COFFEE Design',2017-03-04,b'140'
b'5',b'TRUE NORTH',2016-12-28,b'140'
b'5',b'%&$',2016-11-04,b'140'
b'5',b'STARBUCKS SINGLE-ORIGIN SERIES Design',2016-10-25,b'140'
b'5',b'STARBUCKS COFFEE AND TEA',2016-10-18,b'140'
b'5',b'INFUSIA',2016-10-05,b'140'
b'5',b'4OTH ANNIVERSARY SIREN DESIGN',2016-08-25,b'140'
b'5',b'STARBUCKS COFFEE & DESIGN',2016-08-25,b'140'
b'5',b'STABAKS',2016-07-05,b'140'
b'5',b'STARBUCKS RESERVE STAR & R Design',2016-06-14,b'140'
b'5',b'STABUC',2016-06-10,b'140'
b'5',b'AFFOGATO STRATO',2016-05-16,b'140'
b'5',b'TEAVANA MATCHA AND ESPRESSO FUSION',2016-04-29,b'140'
b'5',b'Green Apron',2016-04-27,b'140'
b'5',b'Green Apron with Siren',2016-04-27,b'140'
b'5',b'Green Apron 3D',2016-04-26,b'140'
b'5',b'Green Apron 3D with Siren',2016-04-26,b'140'
b'5',b'TEAVANAMATCHAANDESPRESSOFUSION',2016-04-21,b'140'
b'5',b'SPEAKAPP',2016-04-13,b'140'
b'5',b'40th Anniversary Siren Design',2016-04-08,b'140'
b'5',b'40th Anniversary Siren Color Design',2016-04-08,b'140'
b'5',b'STARBUCKS TEAVANA',2016-03-09,b'140'
b'5',b'xing ba ke zhen xuan',2016-02-22,b'140'
b'5',b'MAT\xc3\x89VANA',2016-02-02,b'140'
b'5',b'ROOIBOS TROPICA',2016-02-02,b'140'
b'5',b'SPICE OF LIFE',2016-02-02,b'140'
b'5',b'PRECIOUS WHITE PEACH',2016-02-02,b'140'
b'5',b'STRAWBERRY SLENDER',2016-02-02,b'140'
b'5',b'STARBUCKS REWARDS Design',2016-01-25,b'140'
b'5',b'ethos',2016-01-22,b'140'
b'5',b'RASPBERRY RIOT',2015-12-15,b'140'
b'5',b'STARBUCKSRESERVER',2015-12-07,b'140'
b'5',b'TEAVANA EMPEROR\xc2\xb4S CLOUDS AND MIST',2015-11-23,b'140'
b'5',b'youthberry youth berry',2015-11-16,b'140'
b'5',b'emperors clouds & mist',2015-11-16,b'140'
b'5',b'TEAVANAEMPERORSCLOUDSANDMIST',2015-11-16,b'140'
b'5',b'CAPPUCHILLIO',2015-10-22,b'140'
b'5',b'STARBUCKS ON THE GO',2015-10-02,b'140'
b'5',b'perfectea perfect',2015-09-30,b'140'
b'5',b'MOBILE ORDER & PAY',2015-09-02,b'140'
b'5',b'1912 pike',2015-08-31,b'140'
b'5',b'.',2015-08-20,b'140'
b'5',b'TVANA',2015-08-13,b'140'
b'5',b'TIVANA',2015-08-13,b'140'
b'5',b'THIVANA',2015-08-13,b'140'
b'5',b'Starbucks Reserve Star & R',2015-07-28,b'140'
b'5',b'starbucks reserve',2015-07-21,b'140'
b'5',b'R STAR',2015-07-16,b'140'
b'5',b'STARBUCKS COFFEE DECAF',2015-04-08,b'140'
b'5',b'building future with farmers',2015-03-12,b'140'
b'5',b'\xd8\xa8\xd9\x8a\xd8\xaa\xd8\xb4 \xd9\x85\xd9\x88\xd9\x85\xd9\x88\xd8\xaa\xd8\xa7\xd8\xb1\xd9\x88',2015-03-01,b'140'
b'5',b'KOPELANI BLEND',2015-02-20,b'140'
b'5',b'MY MORNING MAT\xc3\x89',2015-02-20,b'140'
b'5',b'M\xc3\x89LANGE DE LACTION DE GR\xc3\x82CE STARBUCKS',2015-02-20,b'140'
b'5',b'STARBUCKS DECAF',2015-02-18,b'140'
b'5',b'BLACK APRON EXCLUSIVES',2015-01-22,b'140'
b'5',b'frapppuccino',2014-11-26,b'140'
b'5',b'M\xc3\x89LANGE KATI KATI',2014-11-25,b'140'
b'5',b'M\xc3\x89LANGE CIEL RADIEUX',2014-10-15,b'140'
b'5',b'40th Anniversary Siren design in logo',2014-09-22,b'140'
b'5',b'40TH ANNIVERSARY SIREN DESIGN IN COLOUR',2014-09-19,b'140'
b'5',b'40 TH ANNIVERSARY SIREN DESIGN Black &white',2014-09-19,b'140'
b'5',b'40TH ANNIVERSARY SIREN DESIGN Black &white',2014-09-19,b'140'
b'5',b'\xd8\xa8\xd9\x8a\xd8\xaa\xd8\xb4 \xd8\xaa\xd8\xb1\xd8\xa7\xd9\x86\xd9\x83\xd9\x88\xd9\x8a\xd9\x84\xd9\x8a\xd8\xaa\xd9\x8a',2014-08-31,b'140'
b'5',b'\xd8\xa8\xd9\x84\xd9\x88\xd8\xa8\xd9\x8a\xd8\xb1\xd9\x8a \xd8\xa8\xd9\x84\xd9\x8a\xd8\xb3',2014-08-31,b'140'
b'5',b'qi zhi le',2014-08-26,b'140'
b'5',b'BLUEBERRY BLISS',2014-08-26,b'140'
b'5',b'PEACH TRANQUILITY',2014-08-26,b'140'
b'5',b'STARBUCKS RESERVE STAR & R DESIGN',2014-08-14,b'140'
b'5',b'Seren Device',2014-08-14,b'140'
b'5',b'BREZZA BLEND',2014-08-14,b'140'
b'5',b'CLOVER LEAF DEVICE',2014-08-11,b'140'
b'5',b'TEAVANA SEATED FIGURE DESIGN',2014-08-11,b'140'
b'5',b'HACIENDA ALSACIA Design',2014-06-27,b'140'
b'5',b'TEAVANA VERRE ILLUMINE',2014-06-23,b'140'
b'5',b'BRIGHT SKY BLEND',2014-06-18,b'140'
b'5',b'STARBUCKS VIA INSTANT LATTE',2014-06-18,b'140'
b'5',b'STARBUCKS VIA INSTANT',2014-06-18,b'140'
b'5',b'STARBUCKS VIA INSTANT REFRESHERS',2014-06-18,b'140'
b'5',b'VENTI VAN',2014-06-11,b'140'
b'5',b'teaopia',2014-06-09,b'140'
b'5',b'STEEP YOUR SOUL',2014-05-23,b'140'
b'5',b'TO LIFE',2014-05-23,b'140'
b'5',b'\xd8\xb3\xd8\xaa\xd9\x8a\xd8\xa8 \xd9\x8a\xd9\x88\xd8\xb1 \xd8\xb3\xd9\x88\xd9\x84',2014-05-22,b'140'
b'5',b'\xd8\xa3\xd9\x88\xd8\xa8\xd9\x86\xd9\x86\xd8\xba \xd8\xb0\xd9\x8a \xd8\xaf\xd9\x88\xd8\xb1\xd8\xb2 \xd8\xaa\xd9\x88 \xd9\x87\xd9\x8a\xd9\x84\xd8\xab \xd9\x88\xd9\x8a\xd8\xb3\xd8\xaf\xd9\x88\xd9\x85 \xd8\xa3\xd9\x86\xd8\xaf \xd9\x87\xd8\xa7\xd8\xa8\xd9\x8a\xd9\x86\xd9\x8a\xd8\xb3',2014-05-22,b'140'
b'5',b'\xd9\x81\xd9\x8a\xd8\xb1\xd9\x8a \xd8\xa7\xd9\x8a\xd9\x84\xd9\x8a\xd9\x88\xd9\x85\xd9\x8a\xd9\x86',2014-05-22,b'140'
b'5',b'OPENING THE DOORS TO HEALTH WISDOM AND HAPPINESS',2014-05-13,b'140'
b'5',b'\xd8\xa8\xd8\xa7\xd8\xb3\xd9\x8a\xd9\x88\xd9\x86 \xd8\xaa\xd8\xa7\xd9\x86\xd8\xba\xd9\x88',2014-05-05,b'140'
b'5',b'hacienda alsacia',2014-05-03,b'140'
b'5',b'N',2014-05-02,b'140'
b'5',b'H',2014-04-28,b'140'
b'5',b'starbucks fizzio',2014-03-19,b'140'
b'5',b'STARBUCK FIZZIO',2014-03-19,b'140'
b'5',b'EMPEROR`S CLOUD & MIST',2014-03-17,b'140'
b'5',b'\xd8\xb3\xd8\xa7\xd9\x85\xd9\x88\xd8\xb1\xd8\xa7\xd9\x8a \xd8\xb4\xd8\xa7\xd9\x8a \xd9\x85\xd9\x8a\xd8\xaa',2014-03-05,b'140'
b'5',b'\xd8\xa7\xd9\x85\xd8\xa8\xd9\x8a\xd8\xb1\xd9\x88\xd8\xb1\xd8\xb2 \xd9\x83\xd9\x84\xd8\xa7\xd9\x88\xd8\xaf\xd8\xb3 \xd8\xa3\xd9\x86\xd8\xaf \xd9\x85\xd8\xb3\xd8\xaa',2014-03-05,b'140'
b'5',b'\xd9\x85\xd9\x87\xd8\xb1\xd8\xa7\xd8\xac\xd8\xa7',2014-03-04,b'140'
b'5',b'\xd9\x8a\xd9\x88\xd8\xab\xd8\xa8\xd8\xb1\xd9\x8a',2014-02-23,b'140'
b'5',b'\xd8\xac\xd8\xa7\xd8\xaf\xd9\x8a \xd8\xb3\xd9\x8a\xd8\xaa\xd8\xb1\xd9\x88\xd8\xb3 \xd9\x85\xd9\x8a\xd9\x86\xd8\xaa',2014-02-13,b'140'
b'5',b'teayana',2014-01-28,b'140'
b'5',b'Fig.',2014-01-15,b'140'
b'5',b'\xd9\x85\xd9\x86\xd8\xaa \xd9\x85\xd8\xa7\xd8\xac\xd8\xb3\xd8\xaa\xd9\x8a',2013-12-19,b'140'
b'5',b'MINT MAJESTY',2013-12-18,b'140'
b'5',b'Siren Blade Design',2013-12-09,b'140'
b'5',b'Leaf and Bean Design',2013-12-09,b'140'
b'5',b'Cup and Stars',2013-12-09,b'140'
b'5',b'40th Aniversary Siren design',2013-12-09,b'140'
b'5',b'Starbucks Reserve',2013-12-09,b'140'
b'5',b'cha wa na',2013-11-26,b'140'
b'5',b'Teavana Seated Figure Design',2013-11-25,b'140'
b'5',b'kape vinta blend',2013-11-13,b'140'
b'5',b'Figure device seated TEAVANA',2013-11-08,b'140'
b'5',b'\xd8\xaa\xd9\x8a\xd9\x81\xd8\xa7\xd9\x86\xd8\xa7 \xd9\x87\xd8\xa7\xd9\x81\xd9\x86 \xd8\xa3\xd9\x81 \xd8\xaa\xd9\x8a',2013-11-07,b'140'
b'5',b'Teavana',2013-11-06,b'140'
b'5',b'teavana heaven of tea',2013-11-01,b'140'
b'5',b'STARBUCKS CAFFE VERONA',2013-11-01,b'140'
b'5',b'FIGURE SEATED TEAVAN',2013-10-31,b'140'
b'5',b'Teavana Seated Figure',2013-10-29,b'140'
b'5',b'starbucks brezza blend',2013-10-23,b'140'
b'5',b'PINEAPPLE KONA POP',2013-10-17,b'140'
b'5',b'READY CRAFTED',2013-10-07,b'140'
b'5',b'BUCKS',2013-10-03,b'140'
b'5',b'TEAVANA HEAVEN OF TEA & DESIGN',2013-05-08,b'140'
b'5',b'\xd8\xaa\xd9\x8a\xd9\x81\xd8\xa7\xd9\x86\xd8\xa7',2013-04-25,b'140'
b'5',b'kati kati blend',2013-04-24,b'140'
b'5',b'STARBUCKS KATI KATI BLEND',2013-04-10,b'140'
b'5',b'MELANGE NORDIQUE',2013-04-09,b'140'
b'5',b'EL ESPINO',2013-03-08,b'140'
b'5',b'40TH ANNIVERSARY SIREN',2013-02-25,b'140'
b'5',b'STARBUCKS THANKSGIVING BLEND',2013-02-25,b'140'
b'5',b'SERENA ORGANIC BLEND',2013-02-22,b'140'
b'5',b'TRIMOXOL',2013-02-19,b'140'
b'5',b'STARBUCKS TRUE NORTH BLEND',2013-02-15,b'140'
b'5',b'doubleshot',2013-01-31,b'140'
b'5',b'discoveries',2013-01-31,b'140'
b'5',b'STARBUCKS DISCOVERIES',2013-01-23,b'140'
b'5',b'STEEP. SIP. EXPLORE.',2012-12-19,b'140'
b'5',b'verismo',2012-11-27,b'140'
b'5',b'Cup Design 2012 two sided',2012-11-13,b'140'
b'5',b'Cup Design 2012 one sided',2012-11-13,b'140'
b'5',b'STARBUCKS Design',2012-11-07,b'140'
b'5',b'STARBUCKS COFFEE Design',2012-11-07,b'140'
b'5',b'CUSTOM ROAST ROASTED BY STARBUCKS COFFEE CO.',2012-10-03,b'140'
b'5',b'STARBUCKS CREAMICE',2012-09-26,b'140'
b'5',b'STARBUCKS COFFEEHOUSE FLAVORS',2012-08-24,b'140'
b'5',b'starbucks',2012-08-22,b'140'
b'5',b'40th Anniversary Siren Design',2012-08-17,b'140'
b'5',b'v',2012-07-17,b'140'
b'5',b'V Stylized',2012-07-13,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA PAROLA STARBUCKS; TALE MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE DI STAMPA. MARCHIO'",2012-07-10,b'140'
b'5',b'REFRESHER GREEN BEAN Design',2012-06-05,b'140'
b'5',b'Bing Yao Qin Shuang',2012-05-29,b'140'
b'5',b'starbucks refreshers',2012-05-21,b'140'
b'5',b'autumn blend',2012-03-27,b'140'
b'5',b'STARBUCKS RESERVE STAR & R DESIGN',2012-03-27,b'140'
b'5',b'DUETTO',2012-03-14,b'140'
b'5',b'QANDI',2012-03-14,b'140'
b'5',b'AZTLAN',2012-03-14,b'140'
b'5',b'STARBUCKS NATURAL FUSIONS',2012-03-13,b'140'
b'5',b'STARBUCKS COFFEE FUSIONS',2012-03-13,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA VERISMO COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE DI'",2012-03-08,b'140'
b'5',b'CLOVER LEAF DESIGN ONLY',2012-03-06,b'140'
b'5',b'TEA WALL',2012-02-13,b'140'
b'5',b'EQUATRADE',2012-02-13,b'140'
b'5',b'WALL OF TEA',2012-02-13,b'140'
b'5',b'WEIGHT TO GO!',2012-02-13,b'140'
b'5',b'SLIMFUL CHOCOLATE DECADENCE OOLONG TEA',2012-02-13,b'140'
b'5',b'INTOTEAS',2012-02-13,b'140'
b'5',b'HEAVEN OF TEA',2012-02-13,b'140'
b'5',b'TOLIFE WHITE TEA',2012-02-13,b'140'
b'5',b'PERFECT TEA',2012-02-13,b'140'
b'5',b'TEAFREEZA',2012-02-13,b'140'
b'5',b'BLACK DRAGON PEARL',2012-02-13,b'140'
b'5',b'LAVENDER DREAMS',2012-02-13,b'140'
b'5',b'STARBUCKS VIA READY BREW',2012-01-09,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA PIKE PLACE COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE'",2011-12-23,b'140'
b'5',b'IL MARCHIO CONSISTE NELLA DICITURA STARBUCKS COFFEE IN CARATTERI DI FANTASIA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE E',2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA PAROLA BEARISTA COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE DI'",2011-12-23,b'140'
