corpid,brands,appdate,subnum
b'1',b'Love WHERE YOU SHOP',2006-02-27,b'5'
b'1',b'SOUQ.COM',2006-02-15,b'5'
b'1',b'\xd8\xb3\xd9\x88\xd9\x82.\xd9\x83\xd9\x88\xd9\x85',2006-02-15,b'5'
b'1',b'Button Design',2005-12-07,b'5'
b'1',b'WHOLE PLANET FOUNDATION',2005-12-07,b'5'
b'1',b'MECHANICAL TURK',2005-11-03,b'5'
b'1',b'MTURK',2005-11-03,b'5'
b'1',b'DEADLINE',2005-09-13,b'5'
b'1',b'AMARETTO',2005-09-13,b'5'
b'1',b'DROP SHIP CENTRAL',2005-08-03,b'5'
b'1',b'VENDOR CENTRAL',2005-08-03,b'5'
b'1',b'FRESH & WILD',2005-07-21,b'5'
b'1',b'SEARCH INSIDE!',2005-07-21,b'5'
b'1',b'DIAPERS.COM',2015-10-08,b'5'
b'1',b'LOOK.COM',2013-06-20,b'5'
b'1',b'LESS SCHLEP. MORE SHOP.',2010-09-10,b'5'
b'1',b'THE END OF AN ERRAND',2010-05-21,b'5'
b'1',b'GET STUFF. DONE.',2010-05-21,b'5'
b'2',b'WEATHERSHIELD',2008-12-02,b'7'
b'2',b'ANVIL MARK',2014-07-01,b'7'
b'2',b'HOME DEPOT',2011-10-03,b'8'
b'2',b'GLACIER BAY',2009-12-28,b'8'
b'2',b'ECOSMART',2009-09-11,b'8'
b'2',b'THE HOME DEPOT',2009-08-11,b'8'
b'2',b'No Verbal Elements',2009-08-10,b'8'
b'2',b'DEFIANT',2009-08-07,b'8'
b'2',b'THE HAMPTON BAY',2009-08-07,b'8'
b'2',b'HAMPTON BAY',2009-08-07,b'8'
b'2',b'HOMER',2009-08-07,b'8'
b'2',b'THE HOME DEPOT BERASALDARI',2007-05-20,b'8'
b'2',b'FACELIFTERS CABINET REFACING PRODUCTS',2010-03-01,b'7'
b'2',b'FACELIFTERS',2002-06-03,b'7'
b'2',b'CANADAS PRIDE',1992-01-21,b'12'
b'2',b'A DESIGN',1991-06-04,b'12'
b'2',b'AIKENHEADS & DESIGN',1991-06-04,b'12'
b'2',b'AIKENHEADS HARDWARE',1983-10-31,b'12'
b'2',b'AIKENHEADS',1983-10-31,b'12'
b'2',b'INVISANAIL',1995-06-16,b'7'
b'2',b'SUPPLYWORKS',2015-03-27,b'7'
b'2',b'PREMIERPLUS',2010-07-16,b'7'
b'2',b'CANADIAN BLINDS WALLPAPER AND MORE & DESIGN',2008-11-27,b'7'
b'2',b'WINDOW DESIGN',2008-11-27,b'7'
b'2',b'GARRISON & Design',2007-09-14,b'7'
b'2',b'GELCO',2004-11-30,b'7'
b'2',b'LOCK-TOP',2004-11-30,b'7'
b'2',b'LYEMANCE',2004-11-30,b'7'
b'2',b'DECORATETODAY',2000-03-28,b'7'
b'2',b'HOUSE-MATES HARDWARE',1998-04-22,b'7'
b'2',b'LIQUI-ZYME',1997-10-02,b'7'
b'2',b'CROWN BOLT INC.',1996-10-28,b'7'
b'2',b'HARDLINE SYSTEMS',1996-04-10,b'7'
b'2',b'CROWN BOLT',1996-02-08,b'7'
b'2',b'MULE KICK',1994-09-27,b'7'
b'2',b'QUICK-PICK',1994-06-30,b'7'
b'2',b'SEXAUER',1985-06-28,b'7'
b'2',b'LIFEPROOF',2019-06-12,b'8'
b'2',b'STYLEWELL.',2019-06-05,b'8'
b'2',b'STYLEWELL',2019-06-05,b'8'
b'2',b'HOME ACCENTS HOLIDAY',2019-06-05,b'8'
b'2',b'POWER CARE',2019-06-05,b'8'
b'2',b'HDX',2019-06-04,b'8'
b'2',b'COMMERCIAL ELECTRIC',2019-05-30,b'8'
b'2',b'P',2019-05-14,b'8'
b'2',b'THIS IS WHY',2019-05-13,b'8'
b'2',b'TOVELLA',2019-04-22,b'8'
b'2',b'HUSKY',2019-04-22,b'8'
b'2',b'ARBOR LANE',2019-04-22,b'8'
b'2',b'TODAY?S THE DAY',2019-04-12,b'8'
b'2',b'DAYS OF DOING',2019-04-12,b'8'
b'2',b'EVERBILT',2019-03-27,b'8'
b'2',b'HOME DECORATORS COLLECTION',2019-03-04,b'8'
b'2',b'POWERCARE',2019-02-20,b'8'
b'2',b'CHROMEMAX',2019-01-31,b'8'
b'2',b'PRO CAF?',2019-01-24,b'8'
b'2',b'HOW DOERS GET MORE DONE',2019-01-08,b'8'
b'2',b'SEIZE THE DIY',2019-01-08,b'8'
b'2',b'TODAY IS THE DAY FOR DOING',2019-01-08,b'8'
b'2',b'30 MINUTES MINUTOS',2019-01-08,b'8'
b'2',b'ANVIL',2019-01-08,b'8'
b'2',b'ORANGEPRINT',2019-01-08,b'8'
b'2',b'CAF? PRO',2019-01-08,b'8'
b'2',b'MORE KINDS OF DOING',2019-01-08,b'8'
b'2',b'TRAFFICMASTER',2019-01-08,b'8'
b'2',b'AHORRA COMO NUNCA',2018-12-03,b'8'
b'2',b'AHORRA DESDE AHORA',2018-12-03,b'8'
b'2',b'VIGORO',2018-11-21,b'8'
b'2',b'VERANDA',2018-11-14,b'8'
b'2',b'THE HOME DEPOT RENTAL JUST MORE CONVENIENT.',2018-11-06,b'8'
b'2',b'JUST MORE CONVENIENT',2018-11-06,b'8'
b'2',b'THE HOME DEPOT RENTAL',2018-11-06,b'8'
b'2',b'FIREMARK',2018-10-16,b'8'
b'2',b'HUBSPACE',2018-10-08,b'8'
b'2',b'COMMERCIAL ELECTRIC & Design',2018-08-31,b'8'
b'2',b'C STUDIO',2018-08-14,b'8'
b'2',b'MORE SAVING. MORE DOING.',2018-08-10,b'8'
b'2',b'ECO OPTIONS',2018-07-18,b'8'
b'2',b'SCH?N',2018-05-07,b'8'
b'2',b'VISSANI',2018-02-28,b'8'
b'2',b'COMPRA + GANA + SOCIO EXPERTO THE HOME DEPOT',2018-01-31,b'8'
b'2',b'AHORRO DE LA SEMANA',2018-01-25,b'8'
b'2',b'AJUSTE EXPRESS',2018-01-19,b'8'
b'2',b'THE HOME DEPOT CYBER DAYS',2017-12-04,b'8'
b'2',b'CYBER DAYS',2017-11-08,b'8'
b'2',b'LIFEPROOF & Design',2017-10-25,b'8'
b'2',b'SCH\xc3\x96N',2017-09-15,b'8'
b'2',b'BELLE FORET',2017-09-15,b'8'
b'2',b'ELIZABETHAN CLASSICS',2017-09-15,b'8'
b'2',b'CONFIEZ-NOUS LINSTALLATION HOME DEPOT & Design',2017-09-08,b'8'
b'2',b'GET IT INSTALLED THE HOME DEPOT & Design',2017-09-08,b'8'
b'2',b'THE HOME DEPOT PRO XTRA & Design',2017-07-19,b'8'
b'2',b'HOME DEPOT PRO EXTRA',2017-07-19,b'8'
b'2',b'THE HOME DEPOT PRO XTRA',2017-07-19,b'8'
b'2',b'HOME DEPOT PRO EXTRA & Design',2017-07-19,b'8'
b'2',b'SERVICE BEYOND MEASURE',2017-07-19,b'8'
b'2',b'PRECIO MAYOREO LLEVA MAS Y PAGA MENOS',2017-06-20,b'8'
b'2',b'COMPLETA TU PROYECTO',2017-06-20,b'8'
b'2',b'LOS MEJORES PRECIOS EN UN SOLO LUGAR',2017-06-20,b'8'
b'2',"b'VEN, Y HAZ MAS'",2017-06-20,b'8'
b'2',b'EN THE HOME DEPOT PAGAS MENOS',2017-06-20,b'8'
b'2',b'NUESTRO LUGAR EN EL MUNDO',2017-06-20,b'8'
b'2',b'AHORRA CON LOS PRECIOS MAS BAJOS',2017-06-20,b'8'
b'2',b'HAGAMOS MAS AL MEJOR PRECIO',2017-06-20,b'8'
b'2',b'TODOS NUESTROS PISOS SON DE PRIMERA CALIDAD',2017-06-20,b'8'
b'2',b'ESTAMOS BAJANDO PRECIOS',2017-06-20,b'8'
b'2',b'CAMBIOS QUE MEJORAN TU VIDA',2017-06-20,b'8'
b'2',b'EL LUGAR DONDE SE REUNE LO QUE MAS QUIERO',2017-06-20,b'8'
b'2',b'EN THE HOME DEPOT ENCUENTRAS TODO PARA TUS PROYECTOS',2017-06-20,b'8'
b'2',b'ELIGE TU COMBO',2017-06-20,b'8'
b'2',b'EL LUGAR PERFECTO PARA CONSENTIRTE',2017-06-20,b'8'
b'2',b'EL LUGAR DONDE FLORECEN TUS MEJORES MOMENTOS',2017-06-20,b'8'
b'2',b'LA MEJOR VARIEDAD A LOS PRECIOS M?S BAJOS',2017-06-20,b'8'
b'2',b'DD DOBLE DESCARGA',2017-06-20,b'8'
b'2',b'SIGNAGE DESIGN',2017-05-10,b'8'
b'2',b'BANNER DESIGN',2017-05-10,b'8'
b'2',b'EXPO ORGANIZA Y DECORA',2017-03-23,b'8'
b'2',b'NADIE ENTIENDE TU PISO COMO NOSOTROS',2017-03-23,b'8'
b'2',b'EXPO PISOS',2017-03-23,b'8'
b'2',b'EXPO BA?OS',2017-03-23,b'8'
b'2',b'TALLERES HAZLO T? MISMO',2017-03-23,b'8'
b'2',b'LOS CAMBIOS QUE QUIERES VER EN EL MUNDO COMIENZAN EN CASA',2017-03-21,b'8'
b'2',b'TURBOSPRAY',2017-03-08,b'8'
b'2',b'FAST MOUNT',2017-03-08,b'8'
b'2',b'CEST BEAU',2016-12-20,b'8'
b'2',b'BELLE FORET COLLECTION',2016-12-20,b'8'
b'2',b'CEST BEAU & Check Mark DESIGN',2016-12-20,b'8'
b'2',b'HOME DEPOT CEST BEAU & Check Mark DESIGN',2016-12-20,b'8'
b'2',b'LA BONNE AFFAIRE & DESIGN',2016-12-15,b'8'
b'2',b'LA BONNE AFFAIRE',2016-12-13,b'8'
b'2',b'THE HOME DEPOT & Design',2016-12-06,b'8'
b'2',b'THE HOME DEPOT HOME SERVICES LET US DO IT FOR YOU & Design',2016-11-01,b'8'
b'2',b'THE HOME DEPOT HOME SERVICES & Design',2016-11-01,b'8'
b'2',b'ELIZABETHAN CLASSICS & Design',2016-10-06,b'8'
b'2',b'BUILT TO POWER BUSINESS',2016-09-14,b'8'
b'2',b'FOR A CLEANER TOILET WITH EVERY FLUSH',2016-09-13,b'8'
b'2',b'CE E TECH & Design',2016-08-31,b'8'
b'2',b'CE TECH',2016-08-31,b'8'
b'2',b'RAPID PASS',2016-08-26,b'8'
b'2',b'RP Design',2016-08-24,b'8'
b'2',b'CE E TECH',2016-08-11,b'8'
b'2',b'BIGGER.BOLDER.BETTER',2016-08-05,b'8'
b'2',b'BIGGER.BOLDER.BETTER.',2016-08-04,b'8'
b'2',b'THE HOME DEPOT PINTURAS INFINITY',2016-07-18,b'8'
b'2',b'CONNIE',2016-07-04,b'8'
b'2',b'\xc3\x89QUIPEMENT COMPACT POWER & Design',2016-07-04,b'8'
b'2',b'THE ADVANTAGES ARE EVERYWHERE',2016-06-28,b'8'
b'2',b'NOTRE PROMESSE ORANGE',2016-06-27,b'8'
b'2',b'NOTRE PROMESSE ORANGE & Design',2016-06-27,b'8'
b'2',b'CONSTRUYE FELICIDAD',2016-06-21,b'8'
b'2',b'OUR ORANGE PROMISE & Design',2016-06-20,b'8'
b'2',b'OUR ORANGE PROMISE',2016-06-20,b'8'
b'2',b'CLUB DE JARDINERIA',2016-06-10,b'8'
b'2',b'LA BONNE AFFAIRE HOME DEPOT & Design vertical',2016-06-08,b'8'
b'2',b'THE HOME DEPOT ADVANTAGE & Design',2016-06-08,b'8'
b'2',b'LA BONNE AFFAIRE HOME DEPOT & Design horizontal',2016-06-08,b'8'
b'2',b'LA BONNE AFFAIRE HOME DEPOT',2016-06-08,b'8'
b'2',b'THE HOME DEPOT ADVANTAGE',2016-06-08,b'8'
b'2',b'HOME DECORATORS',2016-05-23,b'8'
b'2',b'HOME DEPOT EXTRA PRO & Design',2016-05-20,b'8'
b'2',b'HOME DEPOT EXTRA PRO',2016-05-20,b'8'
b'2',b'CLICKINSTALL',2016-04-12,b'8'
b'2',b'HOME DEPOT EXPO PINTURAS',2016-03-14,b'8'
b'2',b'PRO REFERRAL & Design',2016-03-08,b'8'
b'2',b'THE HOME DEPOT PRO PICK & Design',2016-03-03,b'8'
b'2',b'HOME DEPOT CHOIX PRO & Design',2016-03-03,b'8'
b'2',b'YOUR PERFECT COLOUR LIVES HERE',2016-02-24,b'8'
b'2',b'BELLE FOR\xc3\x8aT & Design',2016-02-22,b'8'
b'2',b'BUILD CHEER',2016-02-18,b'8'
b'2',b'THE HOME DEPOT PRO',2016-02-09,b'8'
b'2',b'HOME DEPOT PRO',2016-02-09,b'8'
b'2',b'THE HOME DEPOT PRO & Design',2016-02-09,b'8'
b'2',b'HOME DEPOT PRO & Design',2016-02-09,b'8'
b'2',b'JUST MORE CONVENIENT.',2016-02-03,b'8'
b'2',"b'THE HOME DEPOT, HAZ MAS, AHORRANDO'",2015-11-26,b'8'
b'2',b'CAMFORD',2015-09-03,b'8'
b'2',b'HOLIDAY ACCENTS',2015-09-02,b'8'
b'2',b'ADJUST-A-SIZE JUSTE CE QUIL FAUT',2015-06-30,b'8'
b'2',b'CONSINTIENDO A PAPA',2015-05-25,b'8'
b'2',b'CAMBIOS QUE ALEGRAN A MAMA',2015-05-25,b'8'
b'2',b'PROJECT COLOR',2015-05-20,b'8'
b'2',b'SPREAD CONTROL',2015-04-24,b'8'
b'2',b'SBOTD',2015-02-06,b'8'
b'2',b'ECommercialElectric',2015-01-27,b'8'
b'2',b'DUST DEFY & Design',2015-01-16,b'8'
b'2',b'EVERSTAR',2014-12-29,b'8'
b'2',b'COMPACT POWER',2014-11-25,b'8'
b'2',b'COMPACT POWER EQUIPMENT RENTAL & Design',2014-11-25,b'8'
b'2',b'VIP ONSITE DELIVERY COMPACT POWER EQUIPMENT RENTAL & Design',2014-11-25,b'8'
b'2',b'COMPACT POWER EQUIPMENT SERVICES & Design',2014-11-25,b'8'
b'2',b'-BLUE BREEZE',2014-09-08,b'8'
b'2',b'ADJUST-A-SIZE',2014-09-08,b'8'
b'2',b'GLACIERBAY',2014-08-29,b'8'
b'2',b'HAMPTONBAY',2014-07-25,b'8'
b'2',b'VIGORO CERTAIN SEED',2014-06-20,b'8'
b'2',b'VIGORO ULTRA TURF',2014-06-20,b'8'
b'2',b'HDX & Design',2014-06-06,b'8'
b'2',b'THE ORANGE DOOR PROJECT',2014-05-30,b'8'
b'2',b'PLATINUM PLUS',2014-01-17,b'8'
b'2',b'SOFTSPRING',2014-01-17,b'8'
b'2',b'THRILL OF THE GRILL',2013-12-03,b'8'
b'2',b'LETS DO THIS',2013-10-30,b'8'
b'2',b'STONEGUARD',2013-09-18,b'8'
b'2',b'GLACIER BAY & Design',2013-08-20,b'8'
b'2',b'HDCONNECT',2013-08-12,b'8'
b'2',b'MS-UV',2013-06-25,b'8'
b'2',b'MAY 2 X 4 LONG WEEKEND',2013-06-17,b'8'
b'2',b'RENO WALK',2013-03-18,b'8'
b'2',b'LIFE PROOF FLOORING',2013-01-09,b'8'
b'2',b'VIGORO FAST LAWN',2012-12-20,b'8'
b'2',b'DOING MORE FOR HOCKEY',2012-11-06,b'8'
b'2',b'GOALBUILDER DOING MORE FOR HOCKEY',2012-11-06,b'8'
b'2',b'GOALBUILDER',2012-11-06,b'8'
b'2',b'PERFECT HOME',2012-09-11,b'8'
b'2',b'HOME ACCENTS HARVEST',2012-06-22,b'8'
b'2',b'THE MAY 2 X 4 WEEKEND',2012-05-22,b'8'
b'2',b'WORKFORCE',2011-09-02,b'8'
b'2',b'PERFECT HOME ESSENTIALS',2010-11-19,b'8'
b'2',b'ECO SMART',2010-11-19,b'8'
b'2',b'Glacier Bay',2010-11-18,b'8'
b'2',b'Perfect Home Essentials',2010-11-18,b'8'
b'2',b'Eco Smart',2010-11-18,b'8'
b'2',b'Hampton Bay',2010-10-27,b'8'
b'2',b'Husky',2010-10-27,b'8'
b'2',b'Vigoro',2010-10-27,b'8'
b'2',b'PEGASUS',2010-06-22,b'8'
b'2',b'DOG HEAD DESIGN',2010-06-02,b'8'
b'2',b'H HOME ESSENTIALS',2010-05-07,b'8'
b'2',b'COMMERCIAL DIRECT',2009-12-11,b'8'
b'2',b'WORLD IMPORTS',2009-11-30,b'8'
b'2',b'PRECIOS AUN MAS BAJOS',2009-09-14,b'8'
b'2',b'EcoSmart',2009-09-11,b'8'
b'2',b'ECO OPTIONS ECO NOMICAL & Design',2009-09-08,b'8'
b'2',b'THE HOME DEPOT CANADA FOUNDATION',2009-06-22,b'8'
b'2',b'FONDATION HOME DEPOT CANADA',2009-06-22,b'8'
b'2',b'HOME DEPOT SERVICES AUX ENTREPRENEURS & DESIGN',2009-04-28,b'8'
b'2',b'THE HOME DEPOT CONTRACTOR PLUS & DESIGN',2009-04-28,b'8'
b'2',b'THE HOME DEPOT CONTRACTOR SERVICES & DESIGN',2009-04-28,b'8'
b'2',b'HOME DEPOT ENTREPRENEUR PLUS & DESIGN',2009-04-28,b'8'
b'2',"b'HAZ MAS, AHORRANDO'",2009-03-06,b'8'
b'2',b'The power to do more. For less.',2009-02-25,b'8'
b'2',b'JOB LOT QUANTITIES & Design',2008-12-15,b'8'
b'2',b'CHARMGLOW',2008-11-28,b'8'
b'2',b'THE HOMER FUND',2008-11-28,b'8'
b'2',b'EXPO',2008-11-28,b'8'
b'2',b'TEAM DEPOT',2008-11-28,b'8'
b'2',b'THE WINDWARD',2008-09-17,b'8'
b'2',b'THE GAZEBO',2008-09-17,b'8'
b'2',b'THE LANDMARK',2008-09-17,b'8'
b'2',b'THE HAMPTON BAY FAN CO',2008-09-05,b'8'
b'2',b'THE COMPANY STORE',2008-02-27,b'8'
b'2',b'HAMPTON BAY & Design',2007-08-29,b'8'
b'2',b'RITE TEMP',2007-08-29,b'8'
b'2',b'carr\xc3\xa9 avec un dessin dun crochet et les mots CEST BEAU',2007-07-03,b'8'
b'2',b'HAMMER DROP & Design',2006-10-02,b'8'
b'2',b'ECO OPTIONS Home Depot & Design',2006-09-13,b'8'
b'2',b'WINTHROP',2006-07-28,b'8'
b'2',b'FARMINGTON',2006-06-27,b'8'
b'2',b'BERCELLO ESTATES',2006-03-03,b'8'
b'2',b'GLENDALE',2006-01-10,b'8'
b'2',b'EXPO DESIGN CENTER',2005-12-14,b'8'
b'2',b'KAMPAR',2005-11-28,b'8'
b'2',b'FAVORITE GARDEN PLAN',2005-07-19,b'8'
b'2',b'PERFORMANCE SELECT',2005-05-16,b'8'
b'2',b'COLOUR ORANGE Design',2005-04-08,b'8'
b'2',b'PERFORMANCE PLUS',2005-04-07,b'8'
b'2',b'SPOLETO',2005-03-24,b'8'
b'2',b'VOTRE VOLONT\xc3\x89 DE FAIRE. NOTRE SAVOIR-FAIRE.',2005-03-04,b'8'
b'2',b'BERLINI',2004-12-17,b'8'
b'2',b'BROOKEDALE',2004-11-03,b'8'
b'2',b'PORTLAND',2004-11-03,b'8'
b'2',b'ANSLEY',2004-11-03,b'8'
b'2',b'Commercial Electric',2004-07-02,b'8'
b'2',b'STONEMARK',2003-10-31,b'8'
b'2',b'Commercial ce Electric',2003-10-31,b'8'
b'2',b'SOFT SOLUTIONS',2003-10-30,b'8'
b'2',b'BIG BOSS',2003-10-30,b'8'
b'2',b'GLACIER',2003-10-30,b'8'
b'2',b'DESIGN VIEW',2003-10-30,b'8'
b'2',b'COLOUR SOLUTIONS',2003-06-18,b'8'
b'2',b'DO-IT-HERSELF WORKSHOPS',2003-06-13,b'8'
b'2',b'VIVA! HERBS',2003-03-18,b'8'
b'2',b'VIVA!',2003-03-18,b'8'
b'2',b'VIVA! VEGGIES',2003-03-18,b'8'
b'2',b'THE DESIGNPLACE',2003-02-25,b'8'
b'2',"b'YOU CAN DO IT, WE CAN HELP'",2003-02-06,b'8'
b'2',b'VIVA DESIGN',2003-01-31,b'8'
b'2',b'PROGUARD',2002-11-27,b'8'
b'2',b'DECK MATE',2002-02-01,b'8'
b'2',b'ORANGE APRON Design',2000-09-27,b'8'
b'2',b'HOME DEPOT & Design',2000-09-27,b'8'
b'2',b'HOME DEPOT AT-HOME SERVICES & DESIGN',2000-08-21,b'8'
b'2',b'HOME DEPOT AT-HOME SERVICES',2000-08-14,b'8'
b'2',b'HOME EXPRESS',2000-04-27,b'8'
b'2',b'home depot',2000-04-26,b'8'
b'2',b'the home depot',2000-04-26,b'8'
b'2',b'LOW PRICES ARE JUST THE BEGINNING',2000-04-19,b'8'
b'2',b'CANADAS HOME IMPROVEMENT WAREHOUSE',2000-04-19,b'8'
b'2',b'CHARGEZ ET PARTEZ',2000-04-19,b'8'
b'2',b'GREAT CAREERS BUILT HERE!',2000-04-17,b'8'
b'2',b'LOAD N GO',2000-03-07,b'8'
b'2',b'BUILD YOUR DREAMS HERE',2000-01-10,b'8'
b'2',b'The Company Store',1999-12-22,b'8'
b'2',b'1-2-3',1999-10-20,b'8'
b'2',b'ARAGON',1999-09-16,b'8'
b'3',b'\xd8\xaa\xd8\xb4\xd9\x8a\xd9\x83\xd9\x86 \xd9\x85\xd8\xa7\xd9\x83',2015-08-31,b'58'
b'3',b'\xd8\xa5\xd8\xa8\xd8\xaa\xd9\x83\xd8\xb1 \xd8\xb9\xd9\x84\xd9\x89 \xd8\xb0\xd9\x88\xd9\x82\xd9\x83',2015-04-30,b'58'
b'3',b'\xd8\xa7\xd8\xa8\xd8\xaa\xd9\x83\xd8\xb1 \xd8\xb9\xd9\x84\xd9\x89 \xd8\xb0\xd9\x88\xd9\x82\xd9\x83',2014-11-16,b'58'
b'3',b'\xd9\x83\xd8\xb1\xd9\x8a\xd8\xaa \xd9\x8a\xd9\x88\xd8\xb1 \xd8\xaa\xd8\xb3\xd8\xaa \xd8\xa7\xd9\x8a \xd8\xa7\xd8\xb3 \xd8\xaa\xd9\x8a 201',2014-10-23,b'58'
b'3',b'\xd9\x83\xd8\xb1\xd9\x8a\xd8\xaa \xd9\x8a\xd9\x88\xd8\xb1 \xd8\xaa\xd8\xb3\xd8\xaa',2014-10-23,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83 \xd8\xa8\xd9\x8a\xd8\xaa\xd8\xb3',2014-02-10,b'58'
b'3',b'.',2013-11-03,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83 \xd9\x81\xd9\x8a\xd9\x84\xd9\x8a\xd9\x87 \xd8\xb3\xd9\x85\xd9\x83',2013-08-25,b'58'
b'3',b'\xd9\x8a\xd9\x88\xd9\x85 \xd9\x81\xd8\xb7\xd9\x88\xd8\xb1\xd9\x86\xd8\xa7 \xd8\xb3\xd9\x88\xd8\xa7',2013-05-07,b'58'
b'3',b'\xd9\x86\xd8\xa7\xd8\xb4\xd9\x8a\xd9\x88\xd9\x86\xd8\xa7\xd9\x84 \xd8\xa8\xd8\xb1\xd9\x8a\xd9\x83\xd9\x81\xd8\xa7\xd8\xb3\xd8\xaa \xd8\xaf\xd8\xa7\xd9\x8a',2013-05-07,b'58'
b'3',b'\xd9\x85\xd9\x83\xd8\xaf\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf\xd8\xb2 \xd8\xa8\xd8\xb1\xd9\x8a\xd9\x83\xd9\x81\xd8\xa7\xd8\xb3\xd8\xaa',2012-06-28,b'58'
b'3',b'\xd9\x81\xd8\xb7\xd9\x88\xd8\xb1 \xd9\x85\xd8\xa7\xd9\x83\xd8\xaf\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf\xd8\xb2',2012-06-28,b'58'
b'3',b'\xd9\x85\xd9\x8a\xd8\xac\xd8\xa7 \xd9\x85\xd8\xa7\xd9\x83',2011-07-24,b'58'
b'3',b'\xd8\xa5\xd9\x85',2011-07-24,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83 \xd9\x83\xd8\xb1\xd8\xb3\xd8\xa8\xd9\x8a',2010-11-09,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83 \xd8\xa7\xd8\xb1\xd8\xa7\xd8\xa8\xd9\x8a\xd8\xa7',2010-08-09,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd9\x88\xd9\x8a\xd9\x86\xd8\xba\xd8\xb2',2010-02-09,b'58'
b'3',b'No Verbal Elements',2010-02-01,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83 \xd8\xa3\xd8\xb1\xd8\xa7\xd8\xa8\xd9\x8a\xd8\xa7',2009-04-12,b'58'
b'3',b'\xd8\xa8\xd9\x8a\xd8\xb2\xd8\xa7 \xd9\x85\xd8\xa7\xd9\x83\xd8\xa8\xd8\xa7\xd9\x81',2008-08-25,b'58'
b'3',b'I\xc2\x92M LOVIN\xc2\x92 IT',2008-05-12,b'58'
b'3',b'\xd9\x85\xd9\x83\xd8\xb1\xd9\x88\xd9\x8a\xd8\xa7\xd9\x84',2007-12-05,b'58'
b'3',b'\xd8\xa8\xd9\x8a\xd8\xba \xd8\xaa\xd9\x8a\xd8\xb3\xd8\xaa\xd9\x8a',2007-05-03,b'58'
b'3',b'\xd8\xa8\xd9\x8a\xd8\xba \xd8\xa8\xd8\xb1\xd9\x8a\xd9\x83\xd9\x81\xd8\xa7\xd8\xb3\xd8\xaa',2006-12-11,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd8\xaf\xd9\x8a\xd9\x84\xd9\x8a\xd9\x81\xd8\xb1\xd9\x8a',2005-05-17,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83 \xd8\xaa\xd9\x88\xd8\xb5\xd9\x8a\xd9\x84',2005-05-17,b'58'
b'3',b'IM LOVIN IT',2003-12-08,b'58'
b'3',b'\xd8\xa3\xd9\x86\xd8\xa7 \xd8\xa3\xd8\xad\xd8\xa8\xd9\x87',2003-12-08,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd8\xb3\xd8\xa7\xd9\x84\xd8\xa7\xd8\xaf \xd8\xb4\xd8\xa7\xd9\x83\xd8\xb1',2002-04-15,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83 \xd9\x83\xd9\x8a\xd9\x81',1999-03-03,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd9\x81\xd9\x84\xd8\xa7\xd8\xb1\xd9\x89',1999-01-26,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd8\xb1\xd9\x8a\xd8\xb3\xd8\xa8\xd9\x8a',1998-12-20,b'58'
b'3',b'\xd9\x83\xd9\x88\xd8\xa7\xd8\xb1\xd8\xaa\xd8\xb1 \xd8\xa8\xd8\xa7\xd9\x88\xd9\x86\xd8\xaf\xd8\xb1',1997-02-05,b'58'
b'3',b'\xd9\x83\xd9\x8a\xd8\xaf\xd8\xb2 \xd9\x81\xd8\xa7\xd9\x81\xd9\x88\xd8\xb1\xd9\x8a\xd8\xaa \xd9\x85\xd9\x8a\xd9\x84 \xd8\xa7\xd8\xb1\xd8\xa7\xd9\x88\xd9\x86\xd8\xaf \xd9\x88\xd8\xb1\xd9\x84\xd8\xaf',1996-02-18,b'58'
b'3',b'MCDONALDS',1995-12-07,b'58'
b'3',b'BIG MAC',1995-12-07,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83 \xd9\x81\xd9\x8a\xd8\xb3\xd8\xaa',1995-10-25,b'58'
b'3',b'\xd9\x85\xd8\xa7\xd9\x83\xd9\x81\xd8\xb1\xd8\xa7\xd9\x8a\xd8\xb2',1993-03-22,b'58'
b'3',b'\xd8\xb1\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf \xd9\x85\xd8\xa7\xd9\x83\xd8\xaf\xd9\x88\xd9\x86\xd8\xa7\xd9\x84\xd8\xaf',1993-03-22,b'58'
b'3',b'\xd9\x87\xd8\xa7\xd9\x85\xd8\xa8\xd8\xb1\xd8\xac\xd9\x84\xd8\xa7\xd8\xb1',1993-03-22,b'58'
